sickle_address,user_wallet
0xd249d1f1a366ebe64a03c63a11f035dc97a865b1,0xd249d1f1a366ebe64a03c63a11f035dc97a865b1
0x6995695560b1e9c80d7b17e2bea79e1d571c052c,0x6995695560b1e9c80d7b17e2bea79e1d571c052c
0x7e30169b1471961fa5d1fff8985f75ff0521796e,0x7e30169b1471961fa5d1fff8985f75ff0521796e
0xce7aaad2db89179a5697e9325d2721dc121f8bc8,0xce7aaad2db89179a5697e9325d2721dc121f8bc8
0x246cd990405689f271733eb2e0c08c809b2aaa69,0x246cd990405689f271733eb2e0c08c809b2aaa69
0xeab2cc05e9653972b0ebc6771b2dd9b6716a4409,0xeab2cc05e9653972b0ebc6771b2dd9b6716a4409
0x79acc3627e4e2090a1bd3fe51e10145b6daf49df,0x79acc3627e4e2090a1bd3fe51e10145b6daf49df
0x31ebc314fbcd65ae158d44633e412d09c513070a,0x31ebc314fbcd65ae158d44633e412d09c513070a
0x63063a519fd5cf1958be849838e215bef7b74cfe,0x63063a519fd5cf1958be849838e215bef7b74cfe
0xb6c537082f08d208d3d6021d9ad5dfdacebdaeb1,0xb6c537082f08d208d3d6021d9ad5dfdacebdaeb1
0xea43494be87e88f1245faa6da53748f9c2b1ccbb,0xea43494be87e88f1245faa6da53748f9c2b1ccbb
0x5eb5c951d29429bef771a29b0772aafc16e8faf3,0x5eb5c951d29429bef771a29b0772aafc16e8faf3
0xd10f4d1675e5e5579a537c7ebb498067c801f954,0xd10f4d1675e5e5579a537c7ebb498067c801f954
0x5dea3e7476dbaf72b17ad7b407045e8ef0c13867,0x5dea3e7476dbaf72b17ad7b407045e8ef0c13867
0xa522c186b83c1593821452046bb98a26e13677ba,0xa522c186b83c1593821452046bb98a26e13677ba
0x801457570eda6b6d5f6e93628496d901240bab9c,0x801457570eda6b6d5f6e93628496d901240bab9c
0xbc7bb884274e233c38f8f9ba1d0e0e2bbe96a869,0xbc7bb884274e233c38f8f9ba1d0e0e2bbe96a869
0xd628c79a538452949d0eb0e6dff6834b91055b4b,0xd628c79a538452949d0eb0e6dff6834b91055b4b
0x4c37df21f091310046f456121a4abea64a3526b3,0x4c37df21f091310046f456121a4abea64a3526b3
0x64791852364352eff1504ab0422d2dcda6f69c29,0x64791852364352eff1504ab0422d2dcda6f69c29
0x2412a1d8f5033ab50bfa74148d48ba9d50210d91,0x2412a1d8f5033ab50bfa74148d48ba9d50210d91
0x09f518b1ddd606c9f5f2a8e538831d250bf923e6,0x09f518b1ddd606c9f5f2a8e538831d250bf923e6
0xe1ee753a8ce236517d447075541dbf76c8f0dc6f,0xe1ee753a8ce236517d447075541dbf76c8f0dc6f
0xca564070c1a207600126070996e843337753fd46,0xca564070c1a207600126070996e843337753fd46
0x13dd2704ad3dc4248a0114d053f23661cd57e866,0x13dd2704ad3dc4248a0114d053f23661cd57e866
